2019-11-05 16:05:51,b'RT @JerseyKidPicks: #Jerseykid  starts  3-1  #MondayMotivation\n\n#Brooklyn -3.5  &amp;  over 239 \n\nIt\xe2\x80\x99s great to see you were off to a good star\xe2\x80\xa6'
2019-11-05 16:05:44,b'It\xe2\x80\x99s #TastyTuesday! Have you decided what you\xe2\x80\x99re cooking tonight with the fresh produce from Brownsville Collaborat\xe2\x80\xa6 https://t.co/gvoSljUjw7'
2019-11-05 16:05:20,b'Remember Remember to get out and #VoteNYC \xe2\x9a\xa1\xe2\x9a\xa1\xe2\x9a\xa1\xf0\x9f\x92\x80\xf0\x9f\x92\x80\xf0\x9f\x92\x80\xf0\x9f\x92\x80\xf0\x9f\x92\x80\xf0\x9f\x92\x80\xf0\x9f\x92\x80\xf0\x9f\x92\x80\xf0\x9f\x92\x80\xf0\x9f\x92\x80\xf0\x9f\x92\x80\xf0\x9f\x92\x80\xf0\x9f\x92\x80\xf0\x9f\x92\x80\xf0\x9f\x9b\xb8\xf0\x9f\x9b\xb8\xf0\x9f\x9b\xb8\xe2\x98\x91\xe2\x98\x91\xe2\x98\x91\xe2\x98\x91\xf0\x9f\xa4\x90\xf0\x9f\xa4\x90\xf0\x9f\xa4\x90\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x92\xaf\xf0\x9f\x92\xaf #rockthevote #vote #electionday #nyc\xe2\x80\xa6 https://t.co/GNhnrOIeN0'
2019-11-05 16:05:19,b'Early mornings in the park\n#nyc #bk #brooklyn #prospectpark #samsung #note10plus #nofilter https://t.co/XjBkKKy4pA'
2019-11-05 16:03:13,b'Starting with the after for this amazing bathroom in #nyc from drab and monochrome to contrasting colors and modern\xe2\x80\xa6 https://t.co/C9NIihPXEf'
2019-11-05 16:01:31,"b'#TuesdayThoughts EXCITEMENT! MOVIE/TRIVIA FANS! ON SALE NOW, Tix for @TheSchmoedown 3rd EPIC Return to #NYC,\xe2\x80\xa6 https://t.co/XOHi51ajlo'"
2019-11-05 16:01:18,b'BUY YOUR EARLY BIRD TICKETS \xf0\x9f\x8e\x9f \nOR BOTTLE PACKAGE \xf0\x9f\x8d\xbe NOW \nBEFORE THE DEADLINE 11/16......\xf0\x9f\x93\x9e\nhttps://t.co/ztOElwnhTP\xe2\x80\xa6 https://t.co/7ZmlbstfvM'
2019-11-05 16:00:50,b'#shoutout to @clairewasserman @ladiesgetpaid team for an amazing event this weekend in #Brooklyn w/ a room full of\xe2\x80\xa6 https://t.co/FJR4ql60Rz'
2019-11-05 16:00:08,"b""#NowPlaying https://t.co/GAkaqgxyXc - NFM Sponsorship on Cortelyou Road Radio... #DitmasPark's Radio Station! The B\xe2\x80\xa6 https://t.co/Sem7Ss1dko"""
2019-11-05 16:00:05,b'Image Gallery: Carnage Event https://t.co/FRmDreXYrU #Brooklyn #Events #Halloween'
2019-11-05 15:58:34,b'Moving Day/ List https://t.co/EZHkJcnSI0 via @YouTube #youtube #vlogs #motivation #change #explorepage #figureitout\xe2\x80\xa6 https://t.co/6UhaRlHHK8'
2019-11-05 15:57:43,"b'RT @SBAatlantic: HAPPENING NOW: @SBA_NewYork District Director Beth Goldberg welcomes #veterans, #activeduty personnel &amp; their spouses to t\xe2\x80\xa6'"
2019-11-05 15:57:37,"b""RT @Natalie_Hatcher: @RepJeffries, @RepGregoryMeeks, @repdelgado, help us understand why you aren't defending our #CivilRights?  #ADOS #ADO\xe2\x80\xa6"""
2019-11-05 15:56:00,"b'A hit with readers and critics alike. 1977, New York City. Ex-Green Beret Will Kane is drawn into an explosive mix\xe2\x80\xa6 https://t.co/txF9tVugJb'"
2019-11-05 15:54:20,b'Steady progress on caitlynwithawhy.\n**Email Sara@skelecore.com for appointments**\n.\n.\n.\n.\nDone at @8ofswordstattoo\xe2\x80\xa6 https://t.co/cgTRdCkAjj'
2019-11-05 15:53:48,b'RT @VTBUL: What a GAME WINNER! \xf0\x9f\x98\xb1\n\nThis is @PBCAstana guard &amp; the guy from #Brooklyn @isaiahwhitehead! \xf0\x9f\x94\xa5 https://t.co/AoILw6sO9G'
2019-11-05 15:53:29,b'#NewVenueAlert \xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8 This Saturday DjMatrix Takes Over #SaturdayBrunch Live At #NostrandStation\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\nDj #Djs\xe2\x80\xa6 https://t.co/lUscAWixrz'
2019-11-05 15:51:58,b'ciaoglorianyc is a sweet spot in #prospectheights #brooklyn \nMore at https://t.co/bq86h6z8Xg. Link in bio. \n#ny #ne\xe2\x80\xa6 https://t.co/uFvwZYftd8'
2019-11-05 15:51:46,b'RT @scullather: Lovin\xe2\x80\x99 my new @BrooklynNets @SDinwiddie_25 #K8IROS #Perception. \xf0\x9f\x99\x8c\xf0\x9f\x99\x8c Showing them off w/ @kmccoobery @barclayscenter @Houston\xe2\x80\xa6'
2019-11-05 15:50:53,b'RT @NYPD63Pct: \xf0\x9f\x9a\xa8#NYPD @NYPDDetectives need your help to find this #Wanted person for stealing property from inside parked cars on Ryder Str\xe2\x80\xa6'
2019-11-05 15:50:21,b'RT @Maxar: WorldView-3 #satellite imagery from the @nycmarathon taken on November 3rd showing milepost 8 at 4th Ave &amp; Flatbush Ave in #Broo\xe2\x80\xa6'
2019-11-05 15:48:49,"b'Price/Down Payment Reduced! Pepperidge Farm Cookie #route for sale in the Kings County, #Brooklyn, NY area for $575\xe2\x80\xa6 https://t.co/op7EdzeXbc'"
2019-11-05 15:47:50,b'RT @scullather: Lovin\xe2\x80\x99 my new @BrooklynNets @SDinwiddie_25 #K8IROS #Perception. \xf0\x9f\x99\x8c\xf0\x9f\x99\x8c Showing them off w/ @kmccoobery @barclayscenter @Houston\xe2\x80\xa6'
2019-11-05 15:47:18,b'RT @scullather: Lovin\xe2\x80\x99 my new @BrooklynNets @SDinwiddie_25 #K8IROS #Perception. \xf0\x9f\x99\x8c\xf0\x9f\x99\x8c Showing them off w/ @kmccoobery @barclayscenter @Houston\xe2\x80\xa6'
2019-11-05 15:46:42,b'Shop https://t.co/mC2pnTSpP0 \n\nPick Up &amp; Drop Off Available #brooklyn &amp; #queens \xe2\x9c\xa8\n\n#brooklynlashes\xe2\x80\xa6 https://t.co/PkxPciq0xo'
2019-11-05 15:43:59,b'RT @scullather: Lovin\xe2\x80\x99 my new @BrooklynNets @SDinwiddie_25 #K8IROS #Perception. \xf0\x9f\x99\x8c\xf0\x9f\x99\x8c Showing them off w/ @kmccoobery @barclayscenter @Houston\xe2\x80\xa6'
2019-11-05 15:43:35,b'\xf0\x9f\x9a\xa8#NYPD @NYPDDetectives need your help to find this #Wanted person for stealing property from inside parked cars on\xe2\x80\xa6 https://t.co/tDUXkoFuh0'
2019-11-05 15:42:12,b'More #randomness from the #weekend.\n\n#halloweenparty #slytherin #harrypotter #lesbro #gingers #gingersbar\xe2\x80\xa6 https://t.co/XTMnJRtULj'
2019-11-05 15:40:14,"b'Yes I did, and so should you. #vote #brooklyn #usa https://t.co/dEFwUdkomU https://t.co/Yevkt8kNrI'"
2019-11-05 15:37:04,b'RT @scullather: Lovin\xe2\x80\x99 my new @BrooklynNets @SDinwiddie_25 #K8IROS #Perception. \xf0\x9f\x99\x8c\xf0\x9f\x99\x8c Showing them off w/ @kmccoobery @barclayscenter @Houston\xe2\x80\xa6'
2019-11-05 15:35:34,"b""We added 'YUNO's Natural Nootropic Drinks' a new #food campaign! https://t.co/0ibXw1MNTN #Brooklyn"""
2019-11-05 15:32:35,"b'RT @BILLDANZEMOP: Hiphop New Testament is AvailableNow on all platforms .. \nGo get it , #thebakersdozen off #thebillydanzeproject \nNO EXCUS\xe2\x80\xa6'"
2019-11-05 15:31:52,"b""Flatbush, Midwood, go make history today by voting the most consistent copwatcher I've ever met @Vote4Beckford into\xe2\x80\xa6 https://t.co/2jjV8YL9jJ"""
2019-11-05 15:30:44,"b""Flatbush, Midwood, go make some history today and vote the most consistent copwatcher I've ever met into office.\xe2\x80\xa6 https://t.co/D8WxC4oj99"""
2019-11-05 15:30:23,b'Contact us to support you with finding your new place just before the winter season! #GamaGroupNYC #Brooklyn\xe2\x80\xa6 https://t.co/4CvK88pksA'
2019-11-05 15:29:52,"b'RT @BILLDANZEMOP: Hiphop New Testament is AvailableNow on all platforms .. \nGo get it , #thebakersdozen off #thebillydanzeproject \nNO EXCUS\xe2\x80\xa6'"
2019-11-05 15:29:30,b'#TrackTuesday #TuesdayMotivation #TuesdayVibe #TuesdayTreat \nGang Starr Mass Appeal https://t.co/U7BerRnVQg #Brooklyn #Guru #Preemo'
2019-11-05 15:29:09,"b'Hiphop New Testament is AvailableNow on all platforms .. \nGo get it , #thebakersdozen off #thebillydanzeproject \nNO\xe2\x80\xa6 https://t.co/I6iSmMoONy'"
2019-11-05 15:29:02,b'Give a man a \xf0\x9f\x90\x9f and you feed him for a day; teach a man to fish and you feed him for a lifetime.\n\nFeat. on\xe2\x80\xa6 https://t.co/eDf8E1Ag9r'
2019-11-05 15:28:59,"b""RT @Natalie_Hatcher: @RepJeffries, @RepGregoryMeeks, @repdelgado, help us understand why you aren't defending our #CivilRights?  #ADOS #ADO\xe2\x80\xa6"""
2019-11-05 15:27:33,"b""@RepJeffries, @RepGregoryMeeks, @repdelgado, help us understand why you aren't defending our #CivilRights?  #ADOS\xe2\x80\xa6 https://t.co/QzE8kuzyMT"""
2019-11-05 15:26:52,"b""RT @RT_com: 'No Justice, No Peace!' - Furious protesters march in #Brooklyn subway over police \xe2\x80\x98brutality\xe2\x80\x99 https://t.co/nSdOptcPLz"""
2019-11-05 15:21:54,b'So you got a let me laugh a bit at myself when I can see that with #IfYouKnowIt you know Walt. #Brooklyn I just tagged you. #ITjobs'
2019-11-05 15:18:19,b'RT @lloydkaufman: #toxiespicoftheday TOXIE SEZ JOIN @Troma_Team TONIGHT! Special NYC PREMIERE Screening #honorkilling BY @mercedesthemuse !\xe2\x80\xa6'
2019-11-05 15:17:47,b'Catch @randyhaze1 this Thursday lucky13saloon with #if6wasnine and special guest sitting in with us\xe2\x80\xa6 https://t.co/cVaJDjsu4j'
2019-11-05 15:12:19,b'RT @unstoppablecom: Did you come by the #unstoppablecomics booth during #nycc to pick up any of our #shotglasses or #pintglasses? If you mi\xe2\x80\xa6'
2019-11-05 15:10:32,b'DO IT!! \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x92\xa5\xf0\x9f\x91\x8a\xf0\x9f\x92\xa5 #ivoted #votebabyvote #vote #yourvotecounts #generalelection #electionday #resist #fightthepower\xe2\x80\xa6 https://t.co/ucN3PtVHWL'
2019-11-05 15:09:41,b'Stay curious my friends \xf0\x9f\x92\xa1 Discovering new spots has always been my passions in life #FallStyle @sandroparis reversi\xe2\x80\xa6 https://t.co/CnfuAUXz4Y'
2019-11-05 15:09:35,b'Let\xe2\x80\x99s do this! #dj #djjackchang #gymselfie #workout #gym #brooklyn #newyork #newyorkcity #ny #blinkfitness\xe2\x80\xa6 https://t.co/CRnwsBSkkM'
2019-11-05 15:09:15,b'RT @SenatorParker: . @JumaaneWilliams is a committed community leader! Be sure to support him TODAY for Public Advocate\xf0\x9f\x97\xb3 #VoteJumaane #Peop\xe2\x80\xa6'
2019-11-05 15:08:03,b'RT @NYPDTips: \xf0\x9f\x9a\xa8WANTED\xf0\x9f\x9a\xa8for a Burglary in the vicinity of E. 69 St. &amp; Ave. M #Bergenbeach #Brooklyn @NYPD63Pct On 10/29/19 @ 2:07 PM \xf0\x9f\x92\xb0Reward\xe2\x80\xa6'
2019-11-05 15:08:02,b'RT @iamaesthetic93: Happy Monday! How we liking that new new? \n\n\xe2\x80\x9cHold Me Down\xe2\x80\x9d Available Now! \n\n#clickthelinkinmybio #newmusicalert #musicm\xe2\x80\xa6'
2019-11-05 15:07:47,"b'Small, but fierce @mofad announced its newest exhibit, African/American: Making the Nation\xe2\x80\x99s Table. It will be on v\xe2\x80\xa6 https://t.co/10YxGO6LTe'"
2019-11-05 15:06:00,b'Watched interesting documentary on the Bronx. Had never thought about fact that we don\xe2\x80\x99t say THE #Manhattan or THE\xe2\x80\xa6 https://t.co/KvinXrpTyG'
2019-11-05 15:05:37,b'RT @scullather: Lovin\xe2\x80\x99 my new @BrooklynNets @SDinwiddie_25 #K8IROS #Perception. \xf0\x9f\x99\x8c\xf0\x9f\x99\x8c Showing them off w/ @kmccoobery @barclayscenter @Houston\xe2\x80\xa6'
2019-11-05 15:04:45,"b""it's comfortable enough to dance in. \xf0\x9f\x95\xba\n\n#carryyourcraft #osuza #brooklyn #goldcoast #backpack #bag #comingsoon\xe2\x80\xa6 https://t.co/XDxcupYyj3"""
